Date,Game,Earnings,Players,Tournaments
01102009,WarCraft III,14639.9,13,7
01102009,Counter-Strike: Source,10258.06,20,2
01102009,Quake Live,7092.13,11,5
01102009,FIFA 09,3900,4,1
01102009,StarCraft: Brood War,3900,4,1
01102009,Super Smash Bros. Melee,1174,14,4
01102009,Super Smash Bros. Brawl,40,3,1
01112009,Counter-Strike,166890.78,205,7
01112009,WarCraft III,86702.23,10,8
01112009,Halo 3,59730,48,2
01112009,Magic: The Gathering Online,50000,8,1
01112009,StarCraft: Brood War,36269.84,13,5
01112009,Defense of the Ancients,30713.96,40,2
01112009,Red Stone,23000,12,1
01112009,World of WarCraft,22891.26,15,2
01112009,Counter-Strike: Source,18611.98,85,5
01112009,FIFA 09,16000,3,1
01112009,Call of Duty 4: Modern Warfare,15484.9,21,2
01112009,TrackMania Nations Forever,15299.39,5,2
01112009,Gears of War 2,15000,0,1
01112009,Rainbow Six: Vegas 2,15000,0,1
01112009,Asphalt 4,12000,3,1
01112009,Carom 3D,12000,3,1
01112009,Virtua Fighter 5,12000,3,1
01112009,Wise Star 2,12000,3,1
01112009,Quake Live,7915.88,6,6
01112009,Super Smash Bros. Melee,5186,32,8
01112009,Team Fortress 2,4800,54,2
01112009,Call of Duty: Modern Warfare 2,4211.84,11,2
01112009,Day of Defeat: Source,3715,12,1
01112009,Quake III Arena,519.84,3,1
01112009,Super Smash Bros. Brawl,240,3,1
01122009,Counter-Strike,157209.11,178,9
01122009,WarCraft III,43671.94,18,7
01122009,Defense of the Ancients,17578.56,20,1
01122009,Counter-Strike: Source,16574.28,45,3
01122009,World of WarCraft,15000,12,1
01122009,FIFA 09,10087.8,0,1
01122009,Quake Live,8438.07,11,4
01122009,Super Smash Bros. Melee,1755,16,5
01012010,Halo 3,280000,32,1
01012010,StarCraft: Brood War,197846.4,54,4
01012010,Counter-Strike,85405.53,111,6
01012010,Gears of War 2,75000,0,1
01012010,World of WarCraft,30000,27,2
01012010,Quake Live,9711.1,17,6
01012010,Team Fortress 2,5894.11,30,2
01012010,Counter-Strike: Source,5780.08,25,4
01012010,Super Smash Bros. Melee,2798.5,19,5
01012010,Super Smash Bros. Brawl,1369,8,2
01012010,Call of Duty: Modern Warfare 2,900,2,1
01012010,WarCraft III,711.74,4,5
01012010,Age of Empires,308,18,1
01012010,TrackMania Nations Forever,142.73,1,1
01022010,Counter-Strike,63991.89,145,10
01022010,Special Force,43250,0,1
01022010,StarCraft: Brood War,22500,16,1
01022010,World of WarCraft,20000,12,1
01022010,Counter-Strike: Source,17074.35,96,6
01022010,Call of Duty: Modern Warfare 2,14000,4,2
01022010,WarCraft III,11065.72,8,6
01022010,Quake Live,7427.61,17,7
01022010,FIFA 09,2731.65,3,2
01022010,Team Fortress 2,2032.11,24,2
01022010,Super Smash Bros. Brawl,1909,17,4
01022010,Super Smash Bros. Melee,1755,20,6
01022010,Defense of the Ancients,1365.83,0,2
01022010,Day of Defeat: Source,1160.95,18,1
01022010,Call of Duty 4: Modern Warfare,748.99,0,1
01022010,Pro Evolution Soccer 2009,682.91,3,1
01022010,TrackMania Nations Forever,682.91,3,1
01022010,FIFA 10,546.32,4,4
01022010,StarCraft II,136.18,1,1
01022010,Super Smash Bros.,40,3,2
01032010,Counter-Strike,142390.59,160,6
01032010,World of WarCraft,50000,37,1
01032010,Quake Live,20543.49,13,5
01032010,WarCraft III,13795.23,12,6
01032010,Counter-Strike: Source,13000,41,3
01032010,Wolfenstein: Enemy Territory,6811.76,15,1
01032010,Team Fortress 2,5676.7,66,3
01032010,Super Smash Bros. Melee,4635.48,41,9
01032010,Street Fighter IV,3805.5,11,3
01032010,Age of Empires II,3650,4,1
01032010,StarCraft II,1043.49,7,5
01032010,Call of Duty 4: Modern Warfare,960.5,5,1
01032010,Super Smash Bros. Brawl,591.21,9,3
01032010,FIFA 10,542.88,4,4
01032010,TrackMania Nations Forever,407.4,2,1
01032010,Tatsunoko vs. Capcom: Ultimate All-Stars,300.81,3,2
01032010,Call of Duty: Modern Warfare 2,250,2,1
01032010,Tekken 6,116.44,3,1
01042010,Counter-Strike,98841.21,192,14
01042010,Halo 3,56000,32,1
01042010,Counter-Strike: Source,46430.19,106,7
01042010,WarCraft III,43038.78,14,8
01042010,Tekken 6,8775.33,11,2
01042010,Super Smash Bros. Brawl,7000,8,1
01042010,Quake Live,5280.4,10,6
01042010,TrackMania Nations Forever,4740.64,7,2
01042010,Call of Duty: Modern Warfare 2,4048.8,13,1
01042010,StarCraft II,4032.31,15,12
01042010,Call of Duty 4: Modern Warfare,3820.28,20,1
01042010,Defense of the Ancients,3550.66,0,1
01042010,Team Fortress 2,2292.16,22,1
01042010,FIFA 10,2228.11,5,5
01042010,Heroes of Newerth,1000,0,1
01042010,Super Smash Bros. Melee,415,12,4
01052010,StarCraft: Brood War,187624.21,53,4
01052010,Counter-Strike,86127.67,131,11
01052010,Counter-Strike: Source,39999.82,129,7
01052010,FIFA 10,33894.66,8,7
01052010,Age of Empires II,11400,16,1
01052010,WarCraft III,11161.97,17,10
01052010,StarCraft II,10596.01,20,17
01052010,Call of Duty: Modern Warfare 2,8000,1,1
01052010,TrackMania Nations Forever,2483.35,6,2
01052010,Quake Live,1432.61,7,6
01052010,Super Smash Bros. Melee,390,11,4
01062010,Counter-Strike,92596.21,169,9
01062010,Halo 3,56000,32,1
01062010,Counter-Strike: Source,40047.03,151,6
01062010,KartRider,24690,8,2
01062010,WarCraft III,24414.37,23,8
01062010,Heroes of Newerth,19405.21,15,1
01062010,FIFA 10,15807.84,18,7
01062010,World of WarCraft,15750,9,1
01062010,Quake Live,9918.56,19,7
01062010,Super Smash Bros. Brawl,7730,17,3
01062010,Tekken 6,7120,11,3
01062010,Call of Duty: Modern Warfare 2,5750,5,1
01062010,Call of Duty 4: Modern Warfare,4291.96,10,2
